customer_id,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,PD,Expected_loss
1112744,0,4199.445147,3504.594822,73542.78153,6,693,0,5.565446046194481e-150,2.103460685062358e-146
1237229,3,6670.650548,17780.99703,92157.14643,5,664,0,7.574395504200196e-21,4.5473530968775594e-17
3876341,0,3891.850263,1605.803089,70722.00469,6,694,0,1.3114984767555938e-154,4.593740122516821e-151
5376255,1,4817.516052,9998.191965,77425.06043,3,623,0,4.040031358816231e-66,1.7516624329512508e-62
6716168,1,6247.089269,13370.23392,93410.06926,6,684,0,2.772440163049238e-102,1.5587713072376557e-98
1979964,1,2856.880421,3508.888272,35554.7329,6,766,0,1.9558430753339825e-104,5.028848809623075e-101
1906042,1,5066.455657,8095.410062,78217.27734,4,787,0,5.907021783920636e-100,2.6934897539850247e-96
3395179,5,4079.979057,17234.66352,52782.61741,3,594,1,1.0,3671.9811513
1452287,0,2527.576756,1895.452799,60784.78825,5,619,0,6.8039603224759e-130,1.5477778763852715e-126
7779970,0,3876.924873,3533.706075,86002.68217,7,673,0,1.0448042248483313e-167,3.645564738056982e-164
5161449,0,2416.864951,2737.185994,35937.89586,2,675,0,7.494935352550704e-84,1.6302821907231563e-80
7293223,5,3930.156675,29666.00999,90116.43984,5,524,1,1.0,3537.1410075000003
8767864,0,4815.344833,5746.177221,61537.44984,2,720,0,1.066613904247475e-94,4.6225023773616317e-91
5363682,0,2396.252119,6137.515627,64158.32482,4,587,0,5.058463767062348e-105,1.0909219068637089e-101
5816386,1,3207.939658,6305.865606,46844.4469,3,643,0,1.2929319567122138e-59,3.732882929129385e-56
4226325,0,2933.095187,2752.932095,45288.6718,2,572,0,2.0706620535698508e-79,5.4661040129063394e-76
7377840,0,5243.878277,7885.836228,92903.49236,5,682,0,2.9449832188517903e-137,1.3898820174719795e-133
3307631,1,4244.313394,11466.92897,86037.27439,5,713,0,2.960497426465253e-98,1.1308750992044103e-94
2382376,1,4837.754682,10072.48161,80800.53648,6,682,0,2.79449509414886e-105,1.2167173552990209e-101
6066730,0,4913.62507,5575.521986,60092.08176,4,801,0,5.184790747732935e-123,2.2928506020688135e-119
5387191,5,4638.233339,24676.74922,74116.91057,1,623,1,1.0,4174.4100051000005
5460849,1,2520.098738,8725.10136,69282.18849,3,680,0,5.557708531609406e-73,1.260537683101263e-69
8243602,1,2790.949872,5866.707719,43764.74258,2,560,0,2.135166230990256e-40,5.36322772717288e-37
3020169,0,5260.617814,7493.654748,94485.27036,4,735,0,6.169231919738547e-135,2.9208574202106617e-131
8761571,0,3520.312078,4455.993232,60790.40343,6,697,0,1.223354694443412e-138,3.8759312758744284e-135
4015637,3,3045.538598,10678.34497,55181.88844,5,624,0,4.94255979026836e-17,1.354748095276657e-13
4772900,1,2733.86834,5434.690811,50434.79113,5,690,0,3.937293646056267e-91,9.687638199812756e-88
8602547,5,3622.277712,28124.38665,82712.63653,7,625,1,1.0,3260.0499408
7863274,0,2669.332761,3590.105671,63122.30213,5,626,0,1.3040119990192685e-126,3.13275775474731e-123
2586208,0,4329.363796,2994.513111,66880.90379,3,648,0,4.357933462413134e-111,1.6980371421793513e-107
3253870,5,7923.291746,26990.77219,103189.7621,4,518,1,1.0,7130.9625714
3832882,1,4504.946535,7617.872219,73955.3173,5,671,0,2.869599185273913e-97,1.1634651815884682e-93
7922356,0,4494.97308,5323.889431,65060.55585,3,639,0,6.053014121917016e-101,2.448732197778914e-97
7156180,4,3152.524964,16396.81954,67994.03509,5,553,1,1.0,2837.2724676000003
7391158,5,2555.95912,14254.51056,54949.7268,5,527,1,1.0,2300.363208
3097093,3,5406.961466,20433.26019,86147.93438,3,656,1,0.9999999999998679,4866.265319399357
8490683,4,3187.787229,13178.68488,51857.87714,1,557,1,1.0,2869.0085061
7809785,2,4123.835812,9108.77319,66902.78477,5,668,0,1.026186831102188e-60,3.808643403511799e-57
5769396,0,4287.047784,3628.729181,71994.88869,7,679,0,3.9392264871223293e-157,1.51988869640627e-153
2860204,1,4589.405569,11069.40948,77213.42062,4,632,0,6.39414632666068e-74,2.6410797684519675e-70
1815900,1,4220.434244,7419.839743,86011.37032,5,600,0,7.811196867841814e-100,2.966997847289862e-96
3955963,3,2431.534589,10622.78665,58988.61721,6,579,0,2.2251361669018417e-26,4.869445999551034e-23
1026260,1,2058.862231,5111.730815,52357.90446,7,594,0,5.268582721919902e-105,9.762557379354057e-102
5801109,0,4731.871235,6233.181157,78139.83297,4,667,0,1.5345004022989448e-120,6.534952482360875e-117
8104269,5,3944.134878,24299.45317,77410.90442,4,586,1,1.0,3549.7213902
8259740,0,2576.20225,4524.948706,47131.02436,2,658,0,2.569103640494598e-84,5.956677521212837e-81
8853921,1,4727.868166,7231.952443,76459.25915,5,605,0,2.8657327837797146e-93,1.2193926120625206e-89
3575305,5,4861.818817,18505.04417,73703.90473,3,449,1,1.0,4375.6369353
4197931,1,3171.058726,5859.956348,72282.27804,6,595,0,8.356622388133201e-106,2.3849406309399077e-102
7028158,5,4498.899774,20469.41522,61989.51099,2,616,1,1.0,4049.0097966000003
4690993,4,2901.083111,13592.68657,48998.24784,0,494,1,1.0,2610.9747999
4949319,0,4832.122071,4288.906349,92586.4218,5,625,0,1.989936919713418e-143,8.654056298680465e-140
5977447,0,1294.294298,343.2459564,23845.18417,6,644,0,5.762593806847144e-122,6.712643075303135e-119
6053019,4,5355.534947,19208.84945,74273.67604,3,558,1,1.0,4819.9814523000005
6862544,1,3855.298781,8472.845122,72030.72158,6,658,0,9.729134881038607e-103,3.375784966234745e-99
8961685,3,3432.963935,13392.90788,76964.57596,4,542,0,5.19971093484826e-05,0.1606537810058329
5393992,0,2362.028212,5387.927581,56295.78229,2,634,0,4.802425401328168e-86,1.0209117855566302e-82
2220341,0,3892.356821,3076.203528,55708.87641,3,613,0,1.9731342914298406e-99,6.912128446196348e-96
4868301,0,3953.94601,3033.332368,59165.26754,4,537,0,1.9564818727368562e-104,6.962241324910698e-101
7948114,0,3097.707507,3839.079965,48185.18351,4,611,0,2.270417111269766e-102,6.329779316641448e-99
5973959,1,3197.668552,8038.248905,78495.47252,5,697,0,1.5190949127538289e-103,4.3718058270144924e-100
7879698,0,5753.791237,5136.914995,98651.8688,2,628,0,1.576879956018256e-113,8.165734265464908e-110
8533572,1,3375.810514,8094.082045,78082.99613,5,682,0,2.7889081009236324e-101,8.473342760709994e-98
2196702,2,3546.308407,8356.299131,66891.53299,6,743,0,6.149148371705674e-82,1.9626098909823172e-78
1730779,2,4232.566954,12577.06121,93291.13593,6,658,0,5.5821521639852545e-78,2.126414950333522e-74
4190822,0,2116.229746,2849.022844,40035.18095,4,587,0,2.773987349170392e-98,5.2833550890078654e-95
1595432,1,4686.365599,8431.710209,78907.37021,6,635,0,1.4231318046102347e-104,6.002384338771374e-101
5515323,1,4387.967563,8434.275562,68861.18172,5,688,0,1.0264597728041547e-92,4.053664969010083e-89
3834423,0,5324.281287,5553.799178,78857.55948,3,676,0,2.975435993567981e-113,1.4257852363098228e-109
6993441,1,4546.526373,8893.496284,81875.94971,7,661,0,2.154008237490796e-118,8.813929733470036e-115
1341468,1,3564.841743,8127.502529,74865.50126,7,651,0,7.20543901970368e-116,2.3117624814672613e-112
1440960,0,2765.161787,2275.062535,64236.27339,5,668,0,5.2727370266079964e-136,1.312197384498879e-132
5693718,1,4111.428515,7425.341475,76738.90173,5,685,0,6.729194736799883e-102,2.489994281148026e-98
6861510,0,4458.132629,4541.520978,80818.05029,4,718,0,1.0241452784094063e-133,4.109197934261937e-130
2199041,2,2921.510404,4603.476091,46441.23625,8,713,0,2.7586281310436754e-97,7.253424707050057e-94
7371387,5,4093.610031,20724.27502,64713.01049,5,564,1,1.0,3684.2490279000003
7224105,1,3764.29512,6189.935987,50801.38961,4,695,0,6.416538133303562e-78,2.1738368864239657e-74
4513011,2,2142.904417,4889.345114,35048.52937,5,554,0,1.5519054967412395e-41,2.9930266293600434e-38
7639867,0,3287.54147,487.5132161,48751.32161,4,670,0,1.0574402149375221e-119,3.1287407027875355e-116
2974980,2,3543.732524,13830.56933,91474.60445,6,683,0,6.02098514211225e-76,1.920308478716155e-72
6597386,5,10210.74669,33515.97117,107870.3896,2,649,1,1.0,9189.672021
8736120,0,4051.8396,5426.196012,64837.00878,3,547,0,1.9856194915966157e-91,7.240870517924732e-88
8827558,3,3244.808038,9179.709376,44474.16335,2,633,1,1.0,2920.3272342
3907490,1,6263.921399,9774.961485,106401.1873,5,633,0,3.750428013904457e-108,2.1143147662534682e-104
2349962,0,4331.97879,7588.182239,86498.39253,4,599,0,1.0367206291841682e-115,4.0419465991031444e-112
5987418,4,1344.111534,6298.992514,29516.43828,6,714,0,1.6756281412421817e-07,0.00020270080002047377
3121727,0,3034.911659,5829.031425,79336.35104,5,600,0,3.9397764160226854e-128,1.0761186040956434e-124
4440192,0,3322.786696,711.0525615,71105.25615,4,709,0,1.4962921510543123e-139,4.474673687567243e-136
2041870,5,4644.797144,16958.8948,66063.21262,4,540,1,1.0,4180.317429600001
6752397,1,6942.267139,11668.2802,98394.2524,4,589,0,2.4900572959682903e-80,1.5557978646025072e-76
5165627,5,4610.353595,19974.31607,70825.70058,4,568,1,1.0,4149.3182355
4951317,1,3758.576382,7902.422849,76117.90651,5,697,0,1.517204891341684e-101,5.1322774241265574e-98
4568515,1,3232.195595,7462.377726,74565.28483,7,589,0,8.456721670437398e-112,2.460040067819592e-108
1658565,1,3945.209534,6119.64279,62998.37978,3,750,0,2.026098842265994e-82,7.194046022400746e-79
4034388,1,3278.629125,6592.620915,61743.10586,6,651,0,2.895954670954852e-101,8.545285195985133e-98
5811347,1,3085.012766,6823.887707,52576.23837,5,720,0,7.685093389180284e-91,2.1337750092171043e-87
3119082,0,4406.211597,8097.305336,75412.22847,3,678,0,1.1581769217885622e-103,4.592855325746273e-100
1438730,5,2711.992713,10558.83232,34083.72693,4,647,1,1.0,2440.7934417
5654996,0,4407.327276,6334.128499,77269.62716,5,674,0,5.953578385784074e-131,2.3615431568523182e-127
6261846,0,3041.010511,4345.61684,57723.91637,2,585,0,1.2911866372400037e-84,3.5338609219586363e-81
4191913,1,4030.338478,9722.03608,101581.8465,5,680,0,2.3697416111003303e-112,8.595774718321836e-109
7161902,0,3369.767591,4318.352065,53874.56161,3,698,0,1.887286969795065e-103,5.723746619158805e-100
6494317,1,5040.928771,9190.071829,79572.33679,5,755,0,2.4549026034472718e-104,1.113749024734814e-100
2889572,0,3637.849528,649.538317,64953.8317,5,708,0,5.6955222827930214e-145,1.864750774335487e-141
3459671,4,4763.881173,18770.64651,79867.26864,3,589,1,1.0,4287.4930557
1407092,5,6632.014284,28896.82271,102576.6633,4,591,1,1.0,5968.8128556
1374120,1,3308.228795,3701.667647,58664.59952,6,577,0,9.171048411314706e-101,2.7305933791185284e-97
8254325,0,3578.72256,4446.140833,69315.87283,6,663,0,2.1604216973862548e-141,6.958394880794716e-138
3243923,1,4355.778468,5274.996238,68573.05178,6,594,0,1.976529899731454e-103,7.74839374074762e-100
2330260,5,2658.052094,12655.14651,53551.35549,8,717,1,0.9997620136355231,2391.6775624610027
4374080,5,6431.910903,26193.58917,95686.88392,3,616,1,1.0,5788.7198127
2571526,5,3176.563414,12852.46719,41567.21133,5,546,1,1.0,2858.9070726000004
8549208,0,2014.626282,1123.81405,37759.93791,5,618,0,7.08819575532265e-116,1.2852058914570467e-112
3284994,4,4222.58964,13351.16641,59145.20064,5,663,1,0.9999999999999682,3800.3306759998795
4299900,5,1667.735536,8230.847171,33281.87949,5,578,1,1.0,1500.9619824
4750132,5,4949.051775,21072.23408,75100.47817,3,584,1,1.0,4454.1465975
1960234,0,6226.723042,7109.023459,102158.7265,5,704,0,9.207609850988544e-148,5.159991277880689e-144
1218507,1,3178.365433,6798.125798,50689.23989,5,746,0,4.1126307143700384e-92,1.1764298971123044e-88
3544936,5,2124.243097,11117.39863,36755.67148,4,607,1,1.0,1911.8187873000002
7134136,0,2303.647368,3336.330157,52339.96822,3,603,0,5.662662799342454e-97,1.174030042821908e-93
5343398,1,2633.902843,5039.946617,49576.67333,6,629,0,7.589317418076542e-96,1.79905722515111e-92
4708668,3,3357.084618,8926.128465,57948.11299,8,737,0,5.3607543176899433e-67,1.6196855274714594e-63
8826510,0,3872.535788,5072.38806,75477.42679,5,620,0,8.182635300486666e-129,2.8518793237158074e-125
1061612,1,5680.761155,11030.77015,90758.34463,6,643,0,1.9391750759083765e-104,9.914391399568034e-101
1249122,0,5389.378576,5246.330496,72256.22197,3,550,0,3.3218329528752756e-96,1.6112353814349147e-92
6228937,1,5658.380805,8290.147118,78192.33794,5,695,0,2.7375969069025574e-99,1.3941329210860322e-95
4798547,0,3813.01855,4934.928002,77127.113,5,682,0,5.335453946371752e-137,1.8309766383167576e-133
3605068,0,3675.209881,2761.99027,64629.80898,4,503,0,3.4551603800813997e-106,1.1428595612383388e-102
7658965,4,6897.125256,27157.40399,117744.2753,5,580,1,1.0,6207.4127304
4794468,0,6219.449205,4959.402605,81289.40913,5,714,0,2.1248452632963986e-140,1.1893830465201121e-136
6572196,1,4133.83654,6673.725771,77711.7939,6,639,0,1.4909572077028298e-110,5.547036046300495e-107
4288047,1,5194.376827,5853.507905,79110.23963,6,662,0,2.202942234353487e-115,1.0298620884010822e-111
5097771,0,4512.299019,2144.232765,80910.19126,4,680,0,1.1858902898080023e-137,4.815982432208047e-134
2459178,0,4042.058952,2681.2318,63027.88497,2,620,0,1.9544532810989264e-96,7.110013843018519e-93
7871276,0,3549.975072,4991.773894,53984.58242,2,684,0,2.2247621218069178e-89,7.108065066189948e-86
6624854,0,3265.428991,5176.478099,65172.4594,4,669,0,2.168630245325456e-116,6.373357266460668e-113
6763019,0,2880.112008,1417.529198,45514.41918,5,665,0,1.7316993308937422e-124,4.48873923343737e-121
5265988,3,4377.267759,11320.94777,71546.0851,6,739,0,1.21323054672212e-47,4.779571460760612e-44
7753495,0,4592.073995,6884.669701,93072.19803,4,659,0,8.212130291467203e-129,3.393963895949848e-125
2630578,2,5738.234085,12062.69125,86373.14263,5,605,0,6.151682975177678e-57,3.1769817235450884e-53
8817517,0,2909.04393,3074.789302,50851.73363,3,637,0,1.5971533709963825e-99,4.181570387258458e-96
1796381,1,2440.104842,4946.752209,47582.98422,6,690,0,3.035347851296044e-101,6.665910290191596e-98
4480238,1,5044.314945,7012.14626,89299.70542,6,641,0,3.918600681981062e-117,1.7789990385243836e-113
4407963,0,3714.799169,5503.969478,84515.29502,6,761,0,3.38369582215823e-159,1.1312775385471947e-155
8183316,1,3856.73626,5284.286586,63146.90922,6,639,0,1.1751129627276997e-104,4.078890695653153e-101
2690869,1,5463.258264,11487.91357,89811.18131,6,623,0,2.016853981167834e-100,9.916734761906823e-97
6595443,0,2832.967728,2831.261039,38805.24858,4,622,0,3.4266352998455004e-100,8.736792498079116e-97
3539653,2,3915.505545,5337.121374,52146.73374,8,672,0,1.2260120635897168e-93,4.320411329900186e-90
4525710,0,5561.577173,3932.604397,82292.72428,4,554,0,1.9418228268201584e-118,9.719637756887993e-115
5111576,0,5044.616318,836.2222108,83622.22108,5,660,0,1.6666195581507937e-151,7.5667105970509e-148
4656102,1,1954.430995,4649.862539,36647.32798,4,622,0,4.155977255238561e-67,7.310313685937943e-64
7820512,0,3102.510334,4574.620647,53175.67369,4,651,0,8.418438407730883e-108,2.3506462940514812e-104
7181852,0,3163.347151,4912.604819,63552.11147,6,810,0,2.354914844931247e-151,6.70447184900478e-148
2821972,2,2409.541409,6983.717833,52254.41521,4,624,0,4.3421808288500087e-44,9.416398061232034e-41
8631478,0,5271.252806,3810.359595,77505.07526,6,686,0,6.978230335287531e-150,3.310561461221885e-146
2610586,1,6570.843397,9376.098807,92023.76273,3,695,0,2.473417940802177e-84,1.462719774990719e-80
5542505,5,3510.385923,14419.76985,54678.57924,5,610,1,1.0,3159.3473307
6391182,0,3696.534671,568.7609533,56876.09533,5,655,0,1.1356172693725046e-133,3.778063748299629e-130
6339806,0,4912.120858,7942.70835,89303.25991,4,571,0,5.1839370953994785e-113,2.2917712979584544e-109
3942032,2,4041.429767,10608.06239,71786.34555,5,685,0,2.8329464130220676e-61,1.0304238565712935e-57
1845246,5,3522.888951,14442.74236,56604.01417,3,538,1,1.0,3170.6000559
3527501,0,3890.653284,4584.488921,64951.44479,4,557,0,8.817826286606857e-106,3.0876394319755646e-102
7061020,1,1380.893741,3475.700605,27937.75194,6,773,0,2.0290108742627613e-101,2.5216635750213465e-98
6785127,5,1452.492955,6412.688543,23874.6559,5,575,1,1.0,1307.2436595
1198308,0,4984.281285,4629.662463,74205.39695,3,574,0,1.1579041212701143e-102,5.194187857323902e-99
8123232,0,4774.556542,3641.996014,70356.07626,5,717,0,1.0829612828784909e-138,4.6535938901101905e-135
3438474,0,6304.033368,5596.898184,66979.99451,4,634,0,5.138512884131854e-109,2.9154021015118617e-105
1026773,2,3856.497956,14777.14089,92747.01646,4,669,0,2.0639440596642165e-51,7.163636442654054e-48
1750693,1,2699.772241,5740.086465,63214.31032,7,711,0,2.328680255531767e-122,5.658215680844507e-119
3264131,3,2470.697454,9200.653077,43361.77501,4,651,0,2.319038058059597e-06,0.005156677283199257
6896036,0,5480.064492,968.1110157,96811.10157,5,681,0,1.6757223395239657e-162,8.264759842148808e-159
8502290,5,1548.008433,7167.181484,24360.85192,3,638,1,1.0,1393.2075897
8457591,4,6155.068507,22381.78988,89918.94142,1,557,1,1.0,5539.5616563
8660836,0,4744.620708,6977.710242,86274.57861,4,563,0,2.6034978823783306e-113,1.1117348969369739e-109
1294229,0,4698.373146,4149.991871,67157.29217,5,529,0,3.2040862291849634e-115,1.354859342700393e-111
7264776,1,4457.9148,12233.49501,98913.32028,3,408,0,8.062217282073092e-53,3.234660996831247e-49
1819848,1,4907.775402,9434.34521,76872.74834,6,689,0,4.167451535521306e-105,1.8407624521552736e-101
6643669,2,4927.597879,9207.398725,74039.61939,5,694,0,2.0962592040358558e-67,9.29657016687718e-64
6635031,1,2689.125867,4405.23132,41990.4646,6,689,0,1.805028316162016e-98,4.368553502092859e-95
2332067,1,2425.179696,8740.060955,82903.53055,7,658,0,6.254194024259869e-122,1.3650789926231608e-118
3706203,4,3844.349575,18002.99794,83829.4718,7,683,0,2.5931535277973504e-13,8.972089796247745e-10
3180733,2,6144.508531,14620.81302,94527.60831,5,623,0,5.966947158806511e-56,3.2997561949181535e-52
5894791,2,3247.885307,9108.562044,67805.7105,4,625,0,1.0143671072507916e-47,2.9650932211895453e-44
8618306,3,1968.718288,13175.05219,64733.27361,5,605,0,3.017779966221683e-15,5.347042747794586e-12
7411504,0,5132.763635,6283.538319,98123.30867,4,651,0,4.8044317439181716e-133,2.2194011287820544e-129
8595048,0,4894.395679,6323.919516,72875.61475,3,547,0,2.056187285392445e-93,9.057414748355571e-90
4709666,4,5082.151487,25162.53098,117119.2917,5,693,1,0.9999999452018259,4573.93608765664
2245926,0,3982.135281,3999.077178,60203.21427,5,604,0,3.2120985624409053e-119,1.151190991039078e-115
2887035,1,6480.667401,11616.92346,102997.8739,6,696,0,4.0543304174807924e-116,2.3647290272505442e-112
5730029,5,5815.877479,27208.82845,94030.36161,3,674,1,1.0,5234.2897311
2640906,1,4486.8369,8862.224076,74963.48832,5,703,0,2.8537984586753007e-97,1.1524075406592718e-93
3239793,0,3891.818612,2203.173904,63885.97442,7,693,0,9.731137600223988e-158,3.408464018563626e-154
6682975,5,6817.101585,24483.45478,79884.16092,3,610,1,1.0,6135.3914265
4686171,1,4787.52902,5459.050622,63472.55803,6,713,0,7.11035378144416e-111,3.0636922564017585e-107
2306132,0,3713.739804,1216.427637,62450.33708,4,644,0,3.0195836870086705e-124,1.009255331695786e-120
4752134,0,3003.105884,4443.347002,48031.44409,4,678,0,2.4204610135368993e-107,6.542010640570739e-104
8032983,5,5721.237967,21420.70762,68606.69341,3,553,1,1.0,5149.1141703
7085860,0,4167.255198,1327.270665,73830.24125,5,674,0,3.764188181785311e-145,1.4117699490115508e-141
5781297,0,2858.22341,5230.643565,64117.22408,4,653,0,2.9008740707446155e-114,7.462211560617832e-111
5010492,4,3195.493489,10320.39878,47675.73526,5,685,1,0.9999999968905331,2875.944131157347
5028898,0,6040.748524,7071.490895,76740.82282,3,584,0,2.8661388690165733e-96,1.5582261728331805e-92
6037022,0,3476.820644,3905.78162,54495.57186,6,644,0,2.4985834202157772e-130,7.818413774546107e-127
5363478,2,6602.844651,15503.90413,81859.35494,2,640,0,4.621088880614131e-14,2.7461098797442737e-10
1175394,0,3792.780498,4146.105593,55705.14907,3,644,0,2.9813957976522545e-99,1.0177001854339163e-95
7001817,1,3272.002721,5200.88004,54284.53387,7,641,0,1.5212838905991146e-109,4.479880526508393e-106
6825813,3,2903.36589,9401.184536,49821.62992,4,749,0,3.839983575133988e-20,1.0033989597183845e-16
6366263,1,4432.250258,5384.75618,88528.63379,8,793,0,5.678630708521077e-159,2.265220118063634e-155
2326637,0,6418.647773,6256.88366,141110.2435,6,587,0,2.4782946204477644e-177,1.431657022173743e-173
1045638,5,5675.776821,21316.17484,73358.5693,1,571,1,1.0,5108.1991389
7421497,2,2836.418396,8583.809611,55993.10638,4,748,0,5.862987191746477e-54,1.4966896253563878e-50
8115503,0,2557.80565,3482.07034,48618.4682,5,694,0,2.084494447952697e-123,4.798558508730335e-120
2582694,5,4885.525288,23009.77035,91658.87901,4,656,1,1.0,4396.9727592
6694480,4,4884.756077,19123.40043,84144.99804,3,541,1,1.0,4396.2804693
6090232,1,3387.356186,8209.215924,80009.53514,4,661,0,7.182663105914851e-90,2.189721447339718e-86
1052048,1,3995.554767,8460.106854,85953.57615,5,619,0,1.2829768304158182e-98,4.613583771646626e-95
7945788,2,4091.874208,11012.18391,67933.7192,8,708,0,3.2471741713146233e-90,1.1958325416437473e-86
6869178,5,8276.57248,43688.7841,121048.3532,2,701,1,1.0,7448.915232000001
3708439,1,2405.917889,4318.878655,44047.44769,6,625,0,5.600844215869241e-94,1.2127654163215786e-90
1326617,0,5346.209923,3360.883512,88720.69956,5,644,0,5.861298601635011e-145,2.820215947115441e-141
8477638,2,4879.133391,11273.94672,78737.53924,4,694,0,6.881433823780893e-54,3.021789019280955e-50
4927941,2,2296.579048,7919.576363,57876.83218,5,618,0,5.8016024458557395e-55,1.1991454759780062e-51
1998635,5,9563.693515,28825.60185,112120.6264,3,641,1,1.0,8607.324163500001
7079625,1,3590.183586,5612.774463,52970.0288,5,655,0,9.489376194942647e-88,3.066174239081601e-84
5618449,0,4837.617733,4122.580167,74580.29452,6,652,0,1.100701080745267e-143,4.7922939602510115e-140
5533610,0,4699.192759,4781.741395,64186.13564,2,700,0,6.747361097379086e-98,2.853643537004589e-94
4952283,5,7276.072191,27688.79313,106354.5297,4,726,1,1.0,6548.4649719
2900752,0,5094.151217,6016.098666,89662.77332,5,597,0,2.3478585819281655e-132,1.0764311987225932e-128
3861539,0,4358.978609,980.1568405,76959.03687,5,686,0,1.2640696574086769e-149,4.959047337237343e-146
8606199,1,2859.188035,5174.894436,52309.79081,7,662,0,7.552281279577382e-111,1.9434053044369927e-107
3668667,2,3140.609569,7621.456282,52767.16137,7,635,0,2.0053303435979784e-73,5.668163699498883e-70
2096968,0,4861.48112,7457.697494,82237.88488,5,742,0,1.884908766416369e-137,8.247103542770102e-134
4803859,0,6298.593844,4292.981106,85465.72072,2,725,0,6.20916050799765e-116,3.519808213687372e-112
2708603,1,2681.130169,5656.671858,43374.60659,6,697,0,3.1845291198301307e-96,7.684323387512022e-93
1463142,1,3539.609739,6418.426506,68094.51658,6,650,0,3.987325552386018e-106,1.2702218722010193e-102
2471792,0,4962.011162,3258.71812,86596.37596,6,675,0,1.133515715442731e-157,5.062065869096322e-154
1724434,5,5778.528947,25252.2266,91114.67379,3,463,1,1.0,5200.6760523
4385683,0,2809.883809,3958.850513,55765.75773,6,649,0,1.9913886614290543e-132,5.036013681458114e-129
3125934,1,5389.818324,10728.47519,90343.12947,6,703,0,1.040743325909012e-111,5.048475703708588e-108
6257853,0,4999.801834,952.3870185,86556.61209,5,639,0,3.5783311248690946e-151,1.6101851868701803e-147
2006889,1,7548.563816,10177.42501,92718.81871,5,675,0,1.7618063628178093e-99,1.1969196985048575e-95
5359077,2,4047.072273,9771.694378,60945.41788,3,615,0,3.555809933205058e-28,1.2951557809858955e-24
5025641,0,3407.184962,4778.015766,65903.89478,3,699,0,6.423607581558122e-111,1.969777723830662e-107
1436398,1,2705.785085,8383.020293,72311.1776,7,611,0,5.0080991876863776e-110,1.2195756077618175e-106
8990978,2,3354.24564,6911.704023,69654.71293,8,620,0,9.933214110467488e-97,2.9986596109099846e-93
7341284,0,4182.010572,6942.680185,89393.70036,4,536,0,1.2769776253694684e-113,4.806300536552315e-110
6883830,0,5616.409348,7368.403962,91952.85331,5,668,0,2.4015434156118857e-136,1.2139245800163401e-132
6608283,3,4767.016476,15728.09175,83952.38686,4,643,0,2.2169771631258525e-11,9.511529997183011e-08
8410390,0,3590.711629,972.2850708,70147.31878,7,501,0,7.408577736809117e-147,2.3941859610519896e-143
8948931,1,5010.67959,8599.837895,79817.77243,6,630,0,8.804776138591195e-104,3.9706120882942124e-100
4662381,5,4053.291813,20607.81593,69829.18442,6,595,1,1.0,3647.9626316999997
1238120,2,4829.136876,13531.38798,94492.86096,8,712,0,3.788990564876446e-101,1.6467798653694823e-97
4245727,0,4124.892416,3517.243005,89244.31794,4,554,0,1.0446465310974609e-126,3.878149098172162e-123
8074217,1,3786.954952,6894.467526,74134.15609,4,723,0,8.711929433420528e-96,2.969251587842978e-92
1186457,3,5377.868659,19691.35943,93061.71952,4,622,0,0.0336523435954973,162.88009553171187
3482373,0,6469.492659,6619.684591,92402.01217,4,713,0,1.653466548930934e-132,9.627380730189666e-129
8386172,1,3773.4134,7364.827796,68161.45033,3,634,0,2.553062322224979e-70,8.670383619946969e-67
5501375,2,7016.561008,12077.15767,88660.84524,6,620,0,7.449061094770469e-69,4.704011246139864e-65
6723506,4,5048.977679,22071.9294,81983.64259,2,622,1,1.0,4544.0799111
3096188,1,6682.127736,13253.43135,114855.1635,6,663,0,7.344271136510175e-116,4.4167822075781e-112
4497737,5,5565.58075,33718.13261,115684.9119,4,597,1,1.0,5009.022675
4079068,5,3867.114301,20739.98373,74954.15945,4,544,1,1.0,3480.4028709
6382599,1,2782.767309,7637.555893,63627.0628,6,609,0,1.8074256523238554e-95,4.5266805168613427e-92
8295347,1,3578.149242,6180.492568,72181.28208,5,595,0,6.49305869262695e-94,2.090981973535617e-90
8292190,2,5632.717446,11592.79873,69137.93,4,697,0,4.077284621708263e-45,2.0669572998903277e-41
5256765,1,4515.869156,9137.59543,67983.61811,3,638,0,7.151403253744461e-64,2.9065321238132385e-60
5977314,1,1972.702772,4508.558796,47020.67268,7,622,0,4.837801456068719e-106,8.589189908495158e-103
7097488,3,3311.630647,10444.70279,55506.12708,5,732,0,6.233258883520893e-29,1.8578026034417514e-25
1763772,4,4009.221488,14306.15123,54811.65919,2,637,1,1.0,3608.2993392000003
2192808,0,1777.98749,1756.899803,29997.8728,6,711,0,2.992845892691864e-128,4.789118301033615e-125
1638890,1,2202.142836,4162.843685,43787.10593,5,590,0,1.20552389275615e-80,2.3892622236538094e-77
5749596,1,2141.620229,5587.65256,44154.0412,6,584,0,5.9615733519942025e-86,1.149068347856831e-82
2629611,3,5593.360741,14086.40902,91355.23567,8,683,0,1.764058201939115e-66,8.880312502408767e-63
2051057,0,7209.851465,7195.052546,77213.75402,3,587,0,4.210249426156997e-95,2.7319745693874094e-91
7247970,0,5700.163363,5352.230003,80860.26699,3,698,0,3.154296130429276e-117,1.6182002914853066e-113
